City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Time
383,Loiza,18.4313,-65.8802,23.99,86,20,0.0,PR,2024-01-03,09:06:44
384,Romanovskaya,47.5426,42.0285,3.89,96,92,5.81,RU,2024-01-03,09:06:45
385,Tolanaro,-25.0319,46.9987,24.3,86,98,4.74,MG,2024-01-03,09:06:45
386,San Luis De La Loma,17.2706,-100.8939,22.89,52,99,2.07,MX,2024-01-03,09:06:45
387,Sao Vicente,-23.9631,-46.3919,26.1,26,100,0.8,BR,2024-01-03,09:06:46
388,Cruzeiro Do Sul,-29.5128,-51.9853,19.18,94,84,0.66,BR,2024-01-03,09:06:46
389,Daru,-9.0763,143.2092,28.35,81,42,3.73,PG,2024-01-03,09:06:46
390,Manggar,-2.8833,108.2667,27.03,85,100,2.53,ID,2024-01-03,09:06:38
391,Honiara,-9.4333,159.95,26.4,88,100,1.98,SB,2024-01-03,09:05:50
392,Aldan,58.6031,125.3894,-29.11,98,46,2.22,RU,2024-01-03,09:06:47
393,Raja,8.4596,25.678,28.18,15,86,3.79,SS,2024-01-03,09:06:48
394,Dazuocun,24.8862,118.9643,14.68,78,7,11.94,CN,2024-01-03,09:06:48
395,Vernon,50.2581,-119.2691,2.56,89,100,0.16,CA,2024-01-03,09:06:48
396,Tanout,14.9709,8.8879,22.44,15,39,6.08,NE,2024-01-03,09:06:48
397,Ilebo,-4.3167,20.5833,28.62,62,98,0.73,CD,2024-01-03,09:06:49
398,Hami,42.8,93.45,-2.85,72,27,0.62,CN,2024-01-03,09:06:49
399,Malvan,16.0667,73.4667,28.65,48,74,4.97,IN,2024-01-03,09:05:50
400,Macau,22.2006,113.5461,21.89,60,20,7.2,MO,2024-01-03,09:06:34
401,Nurota,40.5614,65.6886,11.36,34,43,0.77,UZ,2024-01-03,09:04:56
402,Kalevala,65.2,31.1667,-28.28,99,73,1.34,RU,2024-01-03,09:06:50
403,Polyarnyy,69.1989,33.4478,-15.65,74,100,9.96,RU,2024-01-03,09:06:51
404,Petropavlovka,50.6114,105.3196,-10.48,96,100,0.74,RU,2024-01-03,09:06:52
405,Greymouth,-42.4667,171.2,13.48,87,67,3.49,NZ,2024-01-03,09:06:52
406,Ghat,24.9647,10.1728,14.51,29,0,3.89,LY,2024-01-03,09:05:56
407,Pundong,-7.9522,110.3486,28.81,77,100,2.95,ID,2024-01-03,09:06:11
408,Betioky,-23.7167,44.3833,31.03,52,58,2.95,MG,2024-01-03,09:06:53
409,Katsuura,35.1333,140.3,11.32,73,99,1.61,JP,2024-01-03,09:06:53
410,Elazig,38.6743,39.2232,2.83,93,100,0.51,TR,2024-01-03,09:06:53
411,Swakopmund,-22.6833,14.5333,19.82,73,60,2.46,NA,2024-01-03,09:06:54
412,Changji,44.0167,87.3167,-1.56,74,77,1.0,CN,2024-01-03,09:03:57
413,Korla,41.7597,86.1469,-0.78,61,100,4.24,CN,2024-01-03,09:06:54
414,Dalkola,25.85,87.85,24.8,27,0,1.99,IN,2024-01-03,09:06:55
415,Yatou,37.15,122.3833,-0.11,82,7,4.15,CN,2024-01-03,09:03:51
416,Praia Da Vitoria,38.7333,-27.0667,14.86,85,36,3.99,PT,2024-01-03,09:06:56
417,Fort Mcmurray,56.7268,-111.381,-16.08,87,6,1.26,CA,2024-01-03,09:06:56
418,Tra Vinh,9.9347,106.3453,28.74,68,66,3.47,VN,2024-01-03,09:03:19
419,Namtsy,62.7161,129.6658,-31.83,100,98,0.89,RU,2024-01-03,09:06:57
420,Quellon,-43.1167,-73.6167,12.7,92,98,2.29,CL,2024-01-03,09:06:57
421,Puchezh,56.9788,43.1676,-25.54,95,38,4.19,RU,2024-01-03,09:06:57
422,Peterhead,57.5058,-1.7981,5.22,94,100,13.74,GB,2024-01-03,09:06:58
423,Xiongzhou,25.1167,114.3,14.4,40,0,4.14,CN,2024-01-03,09:03:49
424,Salalah,17.0151,54.0924,28.13,40,43,4.88,OM,2024-01-03,09:02:20
425,Nicoya,10.1483,-85.452,22.26,91,7,1.55,CR,2024-01-03,09:06:58
426,Extrema,-22.8547,-46.3183,18.43,96,99,1.46,BR,2024-01-03,09:06:59
427,Buala,-8.145,159.5921,28.11,79,98,0.83,SB,2024-01-03,09:06:59
428,Fale Old Settlement,-9.3852,-171.2468,29.43,73,11,4.36,TK,2024-01-03,09:07:00
429,Srivardhan,18.0333,73.0167,27.91,54,1,5.03,IN,2024-01-03,09:07:00
430,Boguchany,58.3814,97.4531,-3.41,94,100,3.58,RU,2024-01-03,09:07:01
431,Tofol,5.3248,163.0078,28.31,79,4,8.23,FM,2024-01-03,09:07:01
432,Anna Regina,7.2644,-58.5077,26.2,76,61,4.79,GY,2024-01-03,09:07:02
433,Pago Pago,-14.2781,-170.7025,27.88,77,32,5.77,AS,2024-01-03,09:07:02
434,Asubulaq,49.5583,83.0558,-7.59,88,79,1.21,KZ,2024-01-03,09:07:02
435,Itapirapua,-15.8233,-50.6133,22.18,97,98,0.81,BR,2024-01-03,09:07:03
436,Caconda,-13.7333,15.0667,17.62,48,99,1.81,AO,2024-01-03,09:07:04
437,Kailua-Kona,19.6406,-155.9956,23.98,87,100,1.54,US,2024-01-03,09:03:09
438,Plouzane,48.3833,-4.6167,11.18,82,75,12.35,FR,2024-01-03,09:07:04
439,Lautoka,-17.6167,177.4667,26.92,78,40,2.06,FJ,2024-01-03,09:04:44
440,Silver City,32.7701,-108.2803,4.24,78,0,2.57,US,2024-01-03,09:07:05
441,Uvinza,-5.1036,30.3911,20.65,95,100,1.98,TZ,2024-01-03,09:07:05
442,Klyuchi,52.2667,79.1667,-14.59,84,100,5.48,RU,2024-01-03,09:05:46
443,Umm Kaddadah,13.6017,26.6876,24.66,15,3,6.75,SD,2024-01-03,09:07:06
444,Tulay Na Lupa,14.0934,122.7862,24.96,89,40,2.11,PH,2024-01-03,09:07:06
445,Nosivka,50.9315,31.5828,-5.6,60,100,4.5,UA,2024-01-03,09:07:07
446,Queenstown,-31.8976,26.8753,28.66,32,2,1.58,ZA,2024-01-03,09:07:07
447,Glowno,51.9646,19.7157,8.36,100,100,8.88,PL,2024-01-03,09:06:22
448,Turpan,42.9333,89.1667,2.57,41,40,1.31,CN,2024-01-03,09:04:06
449,Port Lincoln,-34.7333,135.8667,17.88,90,100,2.49,AU,2024-01-03,09:07:08
450,Petushki,55.9264,39.461,-24.27,93,66,3.42,RU,2024-01-03,09:07:08
451,Kapuskasing,49.4169,-82.4331,-8.95,86,100,3.09,CA,2024-01-03,09:05:55
452,Saudarkrokur,65.7461,-19.6394,-2.25,86,100,3.08,IS,2024-01-03,09:07:09
453,Kill Devil Hills,36.0307,-75.676,4.01,85,0,2.06,US,2024-01-03,09:07:09
454,Novaya Ladoga,60.1025,32.3019,-26.78,98,39,2.26,RU,2024-01-03,09:07:10
455,Sarangani,5.4033,125.4636,28.41,79,84,7.68,PH,2024-01-03,09:07:10
456,Akureyri,65.6835,-18.0878,-3.09,98,99,1.66,IS,2024-01-03,09:05:46
457,Chekmagush,55.1319,54.6556,-9.6,95,100,4.22,RU,2024-01-03,09:07:10
458,Lompoc,34.6391,-120.4579,12.51,89,100,4.12,US,2024-01-03,09:07:11
459,Nagai,38.1036,140.035,4.27,98,100,0.61,JP,2024-01-03,09:04:20
460,Springfield,37.2153,-93.2982,0.1,94,0,0.0,US,2024-01-03,09:07:11
461,Olyokminsk,60.3736,120.4264,-31.99,100,59,0.59,RU,2024-01-03,09:07:12
462,Lakhipur,26.0299,90.3041,24.41,44,0,1.18,IN,2024-01-03,09:07:13
463,Behror,27.8833,76.2833,19.02,35,0,1.56,IN,2024-01-03,09:03:07
464,Naha,26.2125,127.6811,17.95,77,75,13.89,JP,2024-01-03,09:02:19
465,San Antonio De Pale,-1.4014,5.6325,27.4,77,98,4.66,GQ,2024-01-03,09:07:13
466,Male,4.1748,73.5089,27.51,78,9,2.65,MV,2024-01-03,09:07:14
467,Selfoss,63.9331,-20.9971,0.91,84,100,3.9,IS,2024-01-03,09:07:14
468,West Bay,19.3667,-81.4167,23.89,72,87,0.45,KY,2024-01-03,09:07:14
469,Hotan,37.0997,79.9269,4.7,26,68,2.27,CN,2024-01-03,09:02:25
470,Ruteng,-8.6136,120.4721,21.52,84,99,1.17,ID,2024-01-03,09:07:15
471,Novo Horizonte,-21.4681,-49.2208,21.4,88,100,2.28,BR,2024-01-03,09:04:42
472,Taungdwingyi,20.0167,95.55,28.77,32,2,2.45,MM,2024-01-03,09:07:15
473,Luanda,-8.8368,13.2343,25.04,78,100,4.59,AO,2024-01-03,09:07:15
474,Rehoboth,-23.3167,17.0833,31.51,20,54,3.41,NA,2024-01-03,09:07:16
475,San Rafael Del Sur,11.8485,-86.4384,24.34,71,24,4.24,NI,2024-01-03,09:07:16
476,Port Isabel,26.0734,-97.2086,18.02,92,100,6.17,US,2024-01-03,09:07:16
477,Chokwe,-24.5333,32.9833,29.65,49,30,2.14,MZ,2024-01-03,09:07:17
478,Ketchikan,55.3422,-131.6461,4.99,93,100,0.0,US,2024-01-03,09:07:17
479,Corn Island,12.1694,-83.0418,26.92,79,12,7.07,NI,2024-01-03,09:07:17
480,Dawson Creek,55.7666,-120.2362,-8.2,93,100,1.03,CA,2024-01-03,09:07:18
481,Ebon,4.582,168.6964,28.66,80,5,8.42,MH,2024-01-03,09:07:19
482,Barpeta,26.3167,91.0,25.56,34,0,1.95,IN,2024-01-03,09:07:19
483,Carauari,-4.8828,-66.8958,23.24,99,78,0.58,BR,2024-01-03,09:07:19
484,Castel San Giovanni,45.0583,9.4335,8.17,79,100,2.18,IT,2024-01-03,09:07:19
485,Thinadhoo,0.5333,72.9333,28.24,75,6,5.02,MV,2024-01-03,09:07:20
486,Nanao,37.05,136.9667,8.99,85,100,2.59,JP,2024-01-03,09:06:40
487,Rikaze,29.25,88.8833,2.63,16,33,2.86,CN,2024-01-03,09:07:20
488,Vitorino Freire,-4.0667,-45.1667,23.15,97,97,0.53,BR,2024-01-03,09:07:21
489,Craig,40.5153,-107.5464,-8.21,85,0,0.0,US,2024-01-03,09:07:21
490,Nottuln,51.9333,7.35,9.15,76,99,9.33,DE,2024-01-03,09:07:21
491,Itoman,26.1247,127.6694,19.43,84,75,13.89,JP,2024-01-03,09:07:22
492,Oltinko'L,40.8011,72.1634,8.73,32,99,0.19,UZ,2024-01-03,09:07:22
493,Montignoso,44.024,10.1726,11.06,92,100,2.8,IT,2024-01-03,09:07:22
494,Wallersdorf,48.7333,12.75,10.47,84,73,8.39,DE,2024-01-03,09:07:23
495,Saurimo,-9.6608,20.3916,19.0,98,100,3.08,AO,2024-01-03,09:07:23
496,Labytnangi,66.6572,66.4183,-21.03,89,66,4.65,RU,2024-01-03,09:07:23
497,Urrugne,43.3636,-1.6992,13.89,92,75,1.54,FR,2024-01-03,09:07:24
498,Newnham,-41.3833,147.1333,20.47,88,100,3.6,AU,2024-01-03,09:07:24
499,Bubaque,11.2833,-15.8333,25.99,68,68,0.19,GW,2024-01-03,09:07:25
500,La'Ie,21.6477,-157.9253,23.67,75,23,1.79,US,2024-01-03,09:02:55
501,Gracemere,-23.4333,150.45,28.95,65,30,4.12,AU,2024-01-03,09:07:25
502,Tabas,33.5959,56.9244,16.12,29,20,1.03,IR,2024-01-03,09:07:26
503,Heroica Ciudad De Tlaxiaco,17.2667,-97.6833,8.57,66,34,1.07,MX,2024-01-03,09:07:27
504,Broome,42.2506,-75.833,-0.18,84,100,3.09,US,2024-01-03,09:06:19
505,Undurkhaan,47.3194,110.6556,-12.58,77,61,3.25,MN,2024-01-03,09:05:28
506,Winnetka,42.1081,-87.7359,0.29,81,100,2.06,US,2024-01-03,09:07:27
507,Kandukur,15.2167,79.9167,26.85,59,79,5.47,IN,2024-01-03,09:07:28
508,Viqueque,-8.8673,126.3658,30.5,66,99,2.42,TL,2024-01-03,09:07:28
509,Dunedin,-45.8742,170.5036,12.67,91,77,1.79,NZ,2024-01-03,08:57:37
510,Bumba,2.1833,22.4667,31.82,41,85,1.0,CD,2024-01-03,09:07:29
511,Cockburn Town,21.4612,-71.1419,24.23,65,97,6.78,TC,2024-01-03,09:04:01
512,Boshkengash,38.4661,68.8053,13.19,44,28,2.0,TJ,2024-01-03,09:07:30
513,Nha Trang,12.25,109.1833,28.0,75,35,6.23,VN,2024-01-03,09:07:10
514,Machico,32.7,-16.7667,21.11,90,40,2.57,PT,2024-01-03,09:07:30
515,Antsohihy,-14.8796,47.9875,30.61,67,100,3.57,MG,2024-01-03,09:07:31
516,Kargasok,59.0556,80.8572,-27.24,96,98,4.02,RU,2024-01-03,09:05:35
517,Papao,-17.75,-149.55,26.82,87,94,10.43,PF,2024-01-03,09:07:31
518,Zaozersk,69.4005,32.4476,-16.89,74,100,8.94,RU,2024-01-03,09:07:32
519,Caleta De Carquin,-11.0925,-77.6267,21.27,87,98,3.12,PE,2024-01-03,09:07:32
520,Nuuk,64.1835,-51.7216,0.34,43,75,1.03,GL,2024-01-03,09:07:33
521,Bel Ombre,-4.6167,55.4167,27.05,81,100,8.18,SC,2024-01-03,09:07:33
522,Veraval,20.9,70.3667,27.22,28,0,1.74,IN,2024-01-03,09:07:33
523,Kupang,-10.1667,123.5833,29.32,84,75,2.06,ID,2024-01-03,09:07:33
524,Rio Do Sul,-27.2142,-49.6431,20.22,100,100,0.59,BR,2024-01-03,09:04:28
525,Pathanamthitta,9.2667,76.7833,30.41,47,84,1.93,IN,2024-01-03,09:04:23
526,Santa Cruz,-17.8,-63.1667,23.7,94,75,4.12,BO,2024-01-03,09:07:34
527,Dalandzadgad,43.5708,104.425,-3.52,50,23,2.77,MN,2024-01-03,09:07:35
528,Luwingu,-10.2621,29.9271,22.4,82,57,3.76,ZM,2024-01-03,09:07:35
529,Broken Hill,-31.95,141.4333,33.15,29,100,8.65,AU,2024-01-03,09:07:36
530,Sal Rei,16.1833,-22.9167,22.11,83,0,3.6,CV,2024-01-03,09:07:36
531,Magadan,59.5667,150.8,-24.62,86,71,2.32,RU,2024-01-03,09:07:36
532,Zeya,53.75,127.2667,-21.95,99,99,1.28,RU,2024-01-03,09:07:37
533,General Mosconi,-23.1851,-62.303,23.3,84,39,2.56,AR,2024-01-03,09:07:38
534,Murashi,59.3999,48.9615,-25.48,96,43,2.51,RU,2024-01-03,09:07:38
535,Tobruk,32.0836,23.9764,17.36,48,96,4.48,LY,2024-01-03,09:06:28
536,Midelt,32.6852,-4.7451,12.04,31,0,3.39,MA,2024-01-03,09:07:39
537,Hedemora,60.2797,15.9886,-8.8,88,100,2.24,SE,2024-01-03,09:07:39
538,Valparaiso,-33.0393,-71.6273,15.8,88,100,0.0,CL,2024-01-03,09:07:40
539,Thika,-1.0333,37.0693,24.98,51,26,4.19,KE,2024-01-03,09:03:28
540,Nantucket,41.2835,-70.0995,0.08,80,0,2.57,US,2024-01-03,09:03:35
541,Grantsville,40.5999,-112.4644,4.35,51,100,2.29,US,2024-01-03,09:07:41
542,Narrabri,-30.3167,149.7833,29.73,48,83,0.45,AU,2024-01-03,09:02:48
543,Conselheiro Lafaiete,-20.6603,-43.7861,18.8,99,100,1.0,BR,2024-01-03,09:06:53
544,Island Harbour,50.724,-1.2758,11.07,86,81,4.47,GB,2024-01-03,09:07:42
545,Fuyu,45.1833,124.8167,-12.56,91,7,4.17,CN,2024-01-03,09:07:43
546,Hadibu,12.65,54.0333,26.25,58,41,5.46,YE,2024-01-03,09:03:50
547,Paragominas,-2.9667,-47.4833,22.39,97,100,1.1,BR,2024-01-03,09:07:43
548,Coronel Dorrego,-38.7187,-61.2873,18.34,52,17,6.13,AR,2024-01-03,09:07:44
549,Pauini,-7.7136,-66.9764,23.65,91,99,0.84,BR,2024-01-03,09:07:44
550,Sidney,-33.8679,151.2073,25.61,78,0,8.23,AU,2024-01-03,09:07:44
551,Puerto San Jose,13.9256,-90.8244,23.75,72,4,2.29,GT,2024-01-03,09:07:45
552,West Samoset,27.4695,-82.5568,11.94,70,0,2.57,US,2024-01-03,09:07:45
553,Pangai,-19.8,-174.35,25.98,80,62,8.33,TO,2024-01-03,09:07:23
554,Sarmiento,-45.5882,-69.07,16.3,59,2,3.44,AR,2024-01-03,09:07:46
555,Haapsalu,58.9431,23.5414,-16.03,77,0,6.63,EE,2024-01-03,09:07:46
556,Sao Jose Da Coroa Grande,-8.8978,-35.1478,26.19,83,39,3.66,BR,2024-01-03,09:07:46
557,Uruzgan,32.8333,66.0,9.54,37,71,3.34,AF,2024-01-03,09:07:47
558,Tuensang,26.2833,94.8333,19.5,44,2,1.23,IN,2024-01-03,09:07:48
559,Tarakan,3.3,117.6333,28.41,75,100,2.88,ID,2024-01-03,09:04:24
560,Awjilah,29.1081,21.2869,17.57,39,0,2.58,LY,2024-01-03,09:07:48
561,Dubbo,-32.25,148.6167,29.07,48,100,9.77,AU,2024-01-03,09:00:36
562,Westport,41.1415,-73.3579,1.98,81,0,2.06,US,2024-01-03,09:07:49
563,Alofi,-19.0595,-169.9187,26.21,78,10,7.34,NU,2024-01-03,09:07:49
564,Belel,7.05,14.4333,26.05,15,96,3.21,CM,2024-01-03,09:07:49
565,Berdigestyakh,62.0989,126.6992,-34.25,100,98,0.68,RU,2024-01-03,09:07:50
566,Zayed City,24.3768,54.589,23.78,56,1,5.68,AE,2024-01-03,09:07:50
567,Pionerskiy,54.9508,20.2275,-3.25,84,100,13.3,RU,2024-01-03,09:07:51
568,Ciudad Bolivar,8.1222,-63.5497,23.76,86,12,4.43,VE,2024-01-03,09:07:51
569,Atherton,53.5237,-2.4935,7.94,97,100,0.8,GB,2024-01-03,09:07:51
570,Varangaon,21.0167,75.9,30.73,27,0,1.1,IN,2024-01-03,09:04:30
571,Ponta Delgada,37.7333,-25.6667,16.4,59,75,2.57,PT,2024-01-03,09:07:52
572,Fortuna,40.5982,-124.1573,8.19,95,75,6.69,US,2024-01-03,09:07:52
573,Juan Griego,11.0817,-63.9655,24.84,88,35,4.67,VE,2024-01-03,09:07:53
574,Camiri,-20.05,-63.5167,21.27,94,100,1.07,BO,2024-01-03,09:07:53
